study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB18629	SAMEA103911773	ERS1600941	ERX1944135	ERR1883634	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883634/ERR1883634.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883634/ERR1883634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883634/ERR1883634_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883634/ERR1883634.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883634/ERR1883634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883634/ERR1883634_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883634/R4232.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883634/R4232.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883634/R4232.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883634/R4232.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883634	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883634		
PRJEB18629	SAMEA103911774	ERS1600942	ERX1944136	ERR1883635	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883635/ERR1883635.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883635/ERR1883635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883635/ERR1883635_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883635/ERR1883635.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883635/ERR1883635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883635/ERR1883635_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883635/R4226.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883635/R4226.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883635/R4226.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883635/R4226.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883635	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883635		
PRJEB18629	SAMEA103911775	ERS1600943	ERX1944137	ERR1883636	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883636/ERR1883636.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883636/ERR1883636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883636/ERR1883636_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883636/ERR1883636.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883636/ERR1883636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883636/ERR1883636_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883636/R3831.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883636/R3831.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883636/R3831.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883636/R3831.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883636	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883636		
PRJEB18629	SAMEA103911776	ERS1600944	ERX1944138	ERR1883637	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883637/ERR1883637.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883637/ERR1883637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883637/ERR1883637_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883637/ERR1883637.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883637/ERR1883637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883637/ERR1883637_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883637/R4225.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883637/R4225.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883637/R4225.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883637/R4225.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883637	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883637		
PRJEB18629	SAMEA103911777	ERS1600945	ERX1944139	ERR1883638	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883638/ERR1883638.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883638/ERR1883638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883638/ERR1883638_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883638/ERR1883638.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883638/ERR1883638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883638/ERR1883638_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883638/R3832.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883638/R3832.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883638/R3832.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883638/R3832.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883638	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883638		
PRJEB18629	SAMEA103911778	ERS1600946	ERX1944140	ERR1883639	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883639/ERR1883639.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883639/ERR1883639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883639/ERR1883639_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883639/ERR1883639.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883639/ERR1883639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883639/ERR1883639_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883639/R3212.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883639/R3212.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883639/R3212.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883639/R3212.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883639	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883639		
PRJEB18629	SAMEA103911779	ERS1600947	ERX1944141	ERR1883640	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883640/ERR1883640.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883640/ERR1883640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883640/ERR1883640_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883640/ERR1883640.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883640/ERR1883640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883640/ERR1883640_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883640/R4224.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883640/R4224.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883640/R4224.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883640/R4224.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883640	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883640		
PRJEB18629	SAMEA103911780	ERS1600948	ERX1944142	ERR1883641	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883641/ERR1883641.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883641/ERR1883641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883641/ERR1883641_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883641/ERR1883641.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883641/ERR1883641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883641/ERR1883641_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883641/R3833.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883641/R3833.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883641/R3833.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883641/R3833.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883641	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883641		
PRJEB18629	SAMEA103911781	ERS1600949	ERX1944143	ERR1883642	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883642/ERR1883642.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883642/ERR1883642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883642/ERR1883642_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883642/ERR1883642.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883642/ERR1883642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883642/ERR1883642_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883642/R4223.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883642/R4223.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883642/R4223.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883642/R4223.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883642	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883642		
PRJEB18629	SAMEA103911782	ERS1600950	ERX1944144	ERR1883643	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883643/ERR1883643.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883643/ERR1883643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883643/ERR1883643_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883643/ERR1883643.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883643/ERR1883643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883643/ERR1883643_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883643/R3834.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883643/R3834.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883643/R3834.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883643/R3834.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883643	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883643		
PRJEB18629	SAMEA103911783	ERS1600951	ERX1944145	ERR1883644	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883644/ERR1883644.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883644/ERR1883644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883644/ERR1883644_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883644/ERR1883644.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883644/ERR1883644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883644/ERR1883644_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883644/R3835.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883644/R3835.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883644/R3835.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883644/R3835.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883644	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883644		
PRJEB18629	SAMEA103911784	ERS1600952	ERX1944146	ERR1883645	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883645/ERR1883645.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883645/ERR1883645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883645/ERR1883645_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883645/ERR1883645.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883645/ERR1883645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883645/ERR1883645_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883645/R3213.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883645/R3213.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883645/R3213.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883645/R3213.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883645	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883645		
PRJEB18629	SAMEA103911785	ERS1600953	ERX1944147	ERR1883646	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883646/ERR1883646.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883646/ERR1883646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883646/ERR1883646_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883646/ERR1883646.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883646/ERR1883646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883646/ERR1883646_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883646/R4222.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883646/R4222.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883646/R4222.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883646/R4222.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883646	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883646		
PRJEB18629	SAMEA103911786	ERS1600954	ERX1944148	ERR1883647	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883647/ERR1883647.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883647/ERR1883647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883647/ERR1883647_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883647/ERR1883647.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883647/ERR1883647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883647/ERR1883647_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883647/R3214.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883647/R3214.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883647/R3214.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883647/R3214.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883647	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883647		
PRJEB18629	SAMEA103911787	ERS1600955	ERX1944149	ERR1883648	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883648/ERR1883648.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883648/ERR1883648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883648/ERR1883648_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883648/ERR1883648.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883648/ERR1883648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883648/ERR1883648_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883648/R4221.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883648/R4221.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883648/R4221.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883648/R4221.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883648	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883648		
PRJEB18629	SAMEA103911788	ERS1600956	ERX1944150	ERR1883649	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883649/ERR1883649.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883649/ERR1883649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883649/ERR1883649_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883649/ERR1883649.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883649/ERR1883649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883649/ERR1883649_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883649/R4220.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883649/R4220.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883649/R4220.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883649/R4220.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883649	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883649		
PRJEB18629	SAMEA103911789	ERS1600957	ERX1944151	ERR1883650	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883650/ERR1883650.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883650/ERR1883650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883650/ERR1883650_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883650/ERR1883650.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883650/ERR1883650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883650/ERR1883650_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883650/R4054.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883650/R4054.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883650/R4054.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883650/R4054.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883650	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883650		
PRJEB18629	SAMEA103911790	ERS1600958	ERX1944152	ERR1883651	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883651/ERR1883651.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883651/ERR1883651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883651/ERR1883651_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883651/ERR1883651.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883651/ERR1883651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883651/ERR1883651_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883651/R4231.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883651/R4231.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883651/R4231.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883651/R4231.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883651	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883651		
PRJEB18629	SAMEA103911791	ERS1600959	ERX1944153	ERR1883652	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883652/ERR1883652.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883652/ERR1883652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883652/ERR1883652_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883652/ERR1883652.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883652/ERR1883652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883652/ERR1883652_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883652/R4053.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883652/R4053.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883652/R4053.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883652/R4053.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883652	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883652		
PRJEB18629	SAMEA103911792	ERS1600960	ERX1944154	ERR1883653	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883653/ERR1883653.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883653/ERR1883653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883653/ERR1883653_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883653/ERR1883653.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883653/ERR1883653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883653/ERR1883653_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883653/R3836.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883653/R3836.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883653/R3836.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883653/R3836.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883653	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883653		
PRJEB18629	SAMEA103911793	ERS1600961	ERX1944155	ERR1883654	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883654/ERR1883654.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883654/ERR1883654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883654/ERR1883654_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883654/ERR1883654.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883654/ERR1883654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883654/ERR1883654_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883654/R4052.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883654/R4052.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883654/R4052.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883654/R4052.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883654	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883654		
